Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Docker Compose avec MongoDB.,LOG-112,10324,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:26 PM,13/Dec/25 5:42 PM,,13/Dec/25 5:42 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-13T17:42:27.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000mn:,LOG Sprint 1,,,,,10318,LOG-108,User Story 8.1 – Docker Back-end,Done,13/Dec/25 5:42 PM
Dockerfile React.,LOG-114,10328,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:28 PM,16/Dec/25 7:19 PM,,16/Dec/25 7:19 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000mv:,LOG Sprint 1,,,,,10319,LOG-109,User Story 8.2 – Docker Front-end,Done,16/Dec/25 7:19 PM
NGINX pour servir le build.,LOG-115,10330,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:28 PM,16/Dec/25 7:20 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000n3:,LOG Sprint 1,,,,,10319,LOG-109,User Story 8.2 – Docker Front-end,Done,16/Dec/25 7:20 PM
Réseau Docker pour FE/BE/Mongo.,LOG-116,10332,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:29 PM,16/Dec/25 7:20 PM,,16/Dec/25 7:20 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000nb:,LOG Sprint 1,,,,,10320,LOG-110,User Story 8.3 — Networking,Done,16/Dec/25 7:20 PM
Variables d’environnement.,LOG-117,10334,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 6:29 PM,16/Dec/25 7:19 PM,,16/Dec/25 7:19 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000nj:,LOG Sprint 1,,,,,10320,LOG-110,User Story 8.3 — Networking,Done,16/Dec/25 7:19 PM
User Story 2.4 — Suivi du carburant,LOG-126,10350,Task,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 10:58 PM,16/Dec/25 4:25 PM,16/Dec/25 9:50 PM,16/Dec/25 4:25 PM,,0,"En tant qu’admin, je veux suivre la consommation de carburant.",,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i0002v:0i,LOG Sprint 1,11/Dec/25 12:00 AM,,,,10005,LOG-2,"ÉPIC 2 — Gestion des Ressources (Camions, Remorques, Pneus, Carburant)",Done,16/Dec/25 4:25 PM
[BE] Ajout champs consommation gasoil dans Trip ou modèle dédié.,LOG-127,10352,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 10:59 PM,13/Dec/25 12:18 AM,,13/Dec/25 12:18 AM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000pr:,LOG Sprint 1,,,,,10350,LOG-126,User Story 2.4 — Suivi du carburant,Done,13/Dec/25 12:18 AM
[BE] Route update consommation.,LOG-128,10354,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 10:59 PM,13/Dec/25 12:18 AM,,13/Dec/25 12:18 AM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000pz:,LOG Sprint 1,,,,,10350,LOG-126,User Story 2.4 — Suivi du carburant,Done,13/Dec/25 12:18 AM
[FE] Affichage consommation dans Dashboard admin.,LOG-129,10356,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 10:59 PM,16/Dec/25 7:19 PM,,16/Dec/25 7:19 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000q7:,LOG Sprint 1,,,,,10350,LOG-126,User Story 2.4 — Suivi du carburant,Done,16/Dec/25 7:19 PM
[TEST] Tests unitaires Carburant.,LOG-130,10358,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 10:59 PM,13/Dec/25 6:24 PM,,13/Dec/25 6:24 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000qf:,LOG Sprint 1,,,,,10350,LOG-126,User Story 2.4 — Suivi du carburant,Done,13/Dec/25 6:24 PM
[TEST] Tests unitaires Trip create/update.,LOG-131,10360,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 11:01 PM,13/Dec/25 3:29 PM,,13/Dec/25 3:29 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-13T15:29:19.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000qn:,LOG Sprint 1,,,,,10208,LOG-63,User Story 3.1 — Création & assignation trajets (Admin),Done,13/Dec/25 3:29 PM
[FE] Filtres statut.,LOG-132,10362,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 11:02 PM,16/Dec/25 7:19 PM,,16/Dec/25 7:19 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000qv:,LOG Sprint 1,,,,,10209,LOG-64,User Story 3.2 — Consultation des trajets (Chauffeur),Done,16/Dec/25 7:19 PM
[TEST] Tests unitaires getTripsByDriver.,LOG-133,10364,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 11:02 PM,13/Dec/25 3:30 PM,,13/Dec/25 3:30 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000r3:,LOG Sprint 1,,,,,10209,LOG-64,User Story 3.2 — Consultation des trajets (Chauffeur),Done,13/Dec/25 3:30 PM
[TEST] Tests unitaires status update.,LOG-134,10366,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 11:03 PM,13/Dec/25 3:31 PM,,13/Dec/25 3:31 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000rb:,LOG Sprint 1,,,,,10210,LOG-65,User Story 3.3 — Mise à jour des statuts,Done,13/Dec/25 3:31 PM
[TEST] Tests unitaires updateTripData.,LOG-135,10368,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 11:04 PM,13/Dec/25 3:31 PM,,13/Dec/25 3:31 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000rj:,LOG Sprint 1,,,,,10211,LOG-66,User Story 3.4 — Saisie du kilométrage & gasoil,Done,13/Dec/25 3:31 PM
[TEST] Tests unitaires PDF service.,LOG-136,10370,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 11:05 PM,13/Dec/25 3:31 PM,,13/Dec/25 3:31 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000rr:,LOG Sprint 1,,,,,10212,LOG-67,User Story 3.5 — Téléchargement PDF,Done,13/Dec/25 3:31 PM
[TEST] Tests unitaires MaintenanceRules.,LOG-137,10372,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 11:06 PM,13/Dec/25 3:33 PM,,13/Dec/25 3:33 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-13T15:33:23.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000rz:,LOG Sprint 1,,,,,10269,LOG-80,User Story 4.1 — Configuration des règles de maintenance,Done,13/Dec/25 3:33 PM
[TEST] Tests unitaires alerts.,LOG-138,10374,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 11:07 PM,13/Dec/25 3:40 PM,,13/Dec/25 3:40 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,"{repository={count=1, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":1,""lastUpdated"":""2025-12-13T15:40:12.000+0100"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,0|i000s7:,LOG Sprint 1,,,,,10270,LOG-81,User Story 4.2 — Notification maintenance,Done,13/Dec/25 3:40 PM
[TEST] Tests unitaires reporting.,LOG-139,10376,Subtask,Done,LOG,LogiFleet,software,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,Medium,Done,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,11/Dec/25 11:08 PM,16/Dec/25 7:19 PM,,16/Dec/25 7:19 PM,,0,,,MED LAQ,712020:26b84163-446f-4d42-86b1-b3ea03774530,,,,,,,,,{},,0|i000sf:,LOG Sprint 1,,,,,10283,LOG-88,ÉPIC 6 — Structure Back-end & Middleware,Done,16/Dec/25 7:19 PM
